Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS
Date,,,,,,
1996-01-01,5.1105637550354,5.75,5.800000190734863,5.75,5.800000190734863,4000
1996-01-02,5.112785816192627,5.752500057220459,5.849999904632568,5.699999809265137,5.800000190734863,24000
1996-01-03,5.066123962402344,5.699999809265137,5.75,5.650000095367432,5.752500057220459,22000
1996-01-04,4.983911037445068,5.607500076293945,5.650000095367432,5.550000190734863,5.650000095367432,46000
1996-01-05,4.848369598388672,5.454999923706055,5.550000190734863,5.449999809265137,5.5,20000
1996-01-08,4.7994866371154785,5.400000095367432,5.449999809265137,5.400000095367432,5.454999923706055,24000
1996-01-09,4.797264099121094,5.397500038146973,5.400000095367432,5.25,5.25,46000
1996-01-10,4.843926429748535,5.449999809265137,5.449999809265137,5.300000190734863,5.397500038146973,10000
1996-01-11,4.888366222381592,5.5,5.5,5.400000095367432,5.400000095367432,14000
1996-01-12,5.0216851234436035,5.650000095367432,5.824999809265137,5.650000095367432,5.5,54000
1996-01-15,4.823927402496338,5.427499771118164,5.449999809265137,5.402500152587891,5.449999809265137,10000
1996-01-16,5.075012683868408,5.710000038146973,5.75,5.449999809265137,5.427499771118164,34000
1996-01-17,4.85725736618042,5.465000152587891,5.647500038146973,5.465000152587891,5.710000038146973,6000
1996-01-18,4.888366222381592,5.5,5.5,5.327499866485596,5.375,48000
1996-01-19,4.812819004058838,5.414999961853027,5.422500133514404,5.300000190734863,5.324999809265137,46000
1996-01-22,4.888366222381592,5.5,5.5,5.349999904632568,5.414999961853027,302000
1996-01-23,4.521738529205322,5.087500095367432,5.400000095367432,5.050000190734863,5.5,32000
1996-01-24,4.730605125427246,5.322500228881836,5.322500228881836,5.102499961853027,5.087500095367432,18000
1996-01-25,4.443968772888184,5.0,5.300000190734863,5.0,5.322500228881836,34000
1996-01-26,4.443968772888184,5.0,5.0,5.0,5.0,0
1996-01-29,4.555068492889404,5.125,5.125,5.050000190734863,5.0,52000
1996-01-30,4.643948078155518,5.224999904632568,5.247499942779541,5.127500057220459,5.125,58000
1996-01-31,4.735047817230225,5.327499866485596,5.400000095367432,5.199999809265137,5.25,44000
1996-02-01,4.843926429748535,5.449999809265137,5.5,5.25,5.25,30000
1996-02-02,5.1105637550354,5.75,5.775000095367432,5.652500152587891,5.75,44000
1996-02-05,5.072789192199707,5.707499980926514,5.947500228881836,5.702499866485596,5.75,26000
1996-02-06,5.088343620300293,5.724999904632568,5.849999904632568,5.599999904632568,5.724999904632568,46000
1996-02-07,4.89725399017334,5.510000228881836,5.699999809265137,5.400000095367432,5.724999904632568,48000
1996-02-08,4.928361415863037,5.545000076293945,5.675000190734863,5.527500152587891,5.650000095367432,44000
1996-02-09,5.443861961364746,6.125,6.125,5.75,5.75,138000
1996-02-12,5.69272518157959,6.40500020980835,6.550000190734863,6.099999904632568,6.125,204000
1996-02-13,5.599400520324707,6.300000190734863,6.447500228881836,6.252500057220459,6.302499771118164,150000
1996-02-14,5.926031589508057,6.667500019073486,6.692500114440918,6.5,6.300000190734863,126000
1996-02-15,5.892703056335449,6.630000114440918,6.650000095367432,6.377500057220459,6.667500019073486,2582000
1996-02-16,5.846041202545166,6.577499866485596,6.607500076293945,6.262499809265137,6.630000114440918,5558000
1996-02-19,5.5594048500061035,6.255000114440918,6.34499979019165,6.252500057220459,6.577499866485596,40000
1996-02-20,5.554960250854492,6.25,6.287499904632568,6.204999923706055,6.255000114440918,142000
1996-02-21,5.554960250854492,6.25,6.25,6.25,6.25,0
1996-02-22,5.532741069793701,6.224999904632568,6.300000190734863,6.224999904632568,6.25,26000
1996-02-23,5.421641826629639,6.099999904632568,6.204999923706055,6.099999904632568,6.204999923706055,20000
1996-02-26,5.52163028717041,6.212500095367432,6.25,6.105000019073486,6.199999809265137,48000
1996-02-27,5.421641826629639,6.099999904632568,6.099999904632568,6.0,6.212500095367432,32000
1996-02-28,5.332762718200684,6.0,6.150000095367432,6.0,6.099999904632568,14000
1996-02-29,5.332762718200684,6.0,6.0,5.925000190734863,6.0,28000
1996-03-01,5.334984302520752,6.002500057220459,6.045000076293945,5.875,6.0,46000
1996-03-04,5.226107597351074,5.880000114440918,5.9375,5.877500057220459,6.002500057220459,32000
1996-03-05,5.226107597351074,5.880000114440918,5.880000114440918,5.880000114440918,5.880000114440918,0
1996-03-06,5.17722225189209,5.824999809265137,5.900000095367432,5.752500057220459,5.900000095367432,38000
1996-03-07,5.1105637550354,5.75,5.800000190734863,5.650000095367432,5.824999809265137,26000
1996-03-08,5.20388650894165,5.855000019073486,5.869999885559082,5.494999885559082,5.75,76000
1996-03-11,5.155004024505615,5.800000190734863,5.800000190734863,5.667500019073486,5.855000019073486,58000
1996-03-12,5.030572414398193,5.659999847412109,5.75,5.650000095367432,5.800000190734863,54000
1996-03-13,5.163891315460205,5.809999942779541,5.849999904632568,5.710000038146973,5.659999847412109,46000
1996-03-14,5.239439964294434,5.894999980926514,5.9375,5.775000095367432,5.809999942779541,16000
1996-03-15,5.199442386627197,5.849999904632568,5.949999809265137,5.849999904632568,5.894999980926514,60000
1996-03-18,5.1105637550354,5.75,5.75,5.599999904632568,5.599999904632568,66000
1996-03-19,5.101675987243652,5.739999771118164,5.800000190734863,5.699999809265137,5.75,50000
1996-03-20,5.101675987243652,5.739999771118164,5.739999771118164,5.739999771118164,5.739999771118164,0
1996-03-21,5.199442386627197,5.849999904632568,5.900000095367432,5.800000190734863,5.739999771118164,38000
1996-03-22,5.075012683868408,5.710000038146973,5.75,5.710000038146973,5.849999904632568,32000
1996-03-25,5.088343620300293,5.724999904632568,5.724999904632568,5.699999809265137,5.699999809265137,4000
1996-03-26,4.937248706817627,5.554999828338623,5.625,5.550000190734863,5.552499771118164,48000
1996-03-27,4.979465961456299,5.602499961853027,5.75,5.550000190734863,5.554999828338623,48000
1996-03-28,5.057236671447754,5.690000057220459,5.75,5.599999904632568,5.602499961853027,34000
1996-03-29,5.183888912200928,5.832499980926514,5.949999809265137,5.71999979019165,5.690000057220459,82000
1996-04-01,5.106118679046631,5.744999885559082,5.947500228881836,5.744999885559082,5.947500228881836,18000
1996-04-02,5.059457778930664,5.692500114440918,5.75,5.650000095367432,5.75,18000
1996-04-03,5.132783889770508,5.775000095367432,5.775000095367432,5.75,5.692500114440918,16000
1996-04-04,5.119451522827148,5.760000228881836,5.800000190734863,5.760000228881836,5.775000095367432,22000
1996-04-05,5.119451522827148,5.760000228881836,5.760000228881836,5.760000228881836,5.760000228881836,0
1996-04-08,5.068344593048096,5.702499866485596,5.795000076293945,5.662499904632568,5.760000228881836,58000
1996-04-09,5.121673583984375,5.762499809265137,5.800000190734863,5.75,5.752500057220459,40000
1996-04-10,5.17722225189209,5.824999809265137,5.847499847412109,5.762499809265137,5.840000152587891,38000
1996-04-11,5.1172308921813965,5.757500171661377,5.822500228881836,5.75,5.75,28000
1996-04-12,5.1105637550354,5.75,5.824999809265137,5.71750020980835,5.757500171661377,636000
1996-04-15,5.066123962402344,5.699999809265137,5.757500171661377,5.662499904632568,5.75,84000
1996-04-16,5.143893718719482,5.787499904632568,5.824999809265137,5.699999809265137,5.699999809265137,312000
1996-04-17,5.25721549987793,5.914999961853027,5.9375,5.8125,5.837500095367432,28000
1996-04-18,5.303875923156738,5.96750020980835,6.195000171661377,5.9375,6.099999904632568,84000
1996-04-19,5.421641826629639,6.099999904632568,6.122499942779541,6.002500057220459,5.96750020980835,220000
1996-04-22,5.426085948944092,6.105000019073486,6.275000095367432,6.087500095367432,6.099999904632568,310000
1996-04-23,5.477190971374512,6.162499904632568,6.199999809265137,6.002500057220459,6.105000019073486,112000
1996-04-24,5.566070079803467,6.262499809265137,6.375,6.175000190734863,6.25,112000
1996-04-25,5.481635093688965,6.167500019073486,6.324999809265137,6.162499904632568,6.262499809265137,74000
1996-04-26,5.374979496002197,6.047500133514404,6.199999809265137,5.952499866485596,6.167500019073486,18000
1996-04-29,5.332762718200684,6.0,6.085000038146973,5.927499771118164,6.047500133514404,26000
1996-04-30,5.226107597351074,5.880000114440918,5.962500095367432,5.849999904632568,6.0,30000
1996-05-01,5.2105536460876465,5.862500190734863,6.0,5.860000133514404,6.0,32000
1996-05-02,5.168336391448975,5.815000057220459,5.862500190734863,5.762499809265137,5.849999904632568,36000
1996-05-03,5.2083306312561035,5.860000133514404,5.900000095367432,5.762499809265137,5.815000057220459,44000
1996-05-06,5.1105637550354,5.75,5.800000190734863,5.724999904632568,5.860000133514404,50000
1996-05-07,5.035016059875488,5.664999961853027,5.792500019073486,5.625,5.75,42000
1996-05-08,5.1105637550354,5.75,5.75,5.690000057220459,5.699999809265137,24000
1996-05-09,5.043903827667236,5.675000190734863,5.699999809265137,5.650000095367432,5.75,14000
1996-05-10,4.888366222381592,5.5,5.502500057220459,5.474999904632568,5.675000190734863,18000
1996-05-13,4.80837345123291,5.409999847412109,5.574999809265137,5.402500152587891,5.5,48000
1996-05-14,4.8594794273376465,5.46750020980835,5.474999904632568,5.400000095367432,5.409999847412109,52000
1996-05-15,4.890586853027344,5.502500057220459,5.585000038146973,5.502500057220459,5.46750020980835,18000
1996-05-16,5.032794952392578,5.662499904632568,5.75,5.637499809265137,5.502500057220459,36000
